,UniqueID,Date,Species,Breed,Age,Gender,Altered,Borough,Zipcode
9034,9034,August 12 2017,DOG,Rottweiler,2,M,FALSE,Queens,11368
9035,9035,August 12 2017,DOG,Pit Bull / Shepherd Mix,2,F,TRUE,Queens,11375
9036,9036,August 13 2017,DOG,Maltese,7,M,TRUE,Queens,11372
9037,9037,August 13 2017,DOG,Terrier,NA,U,FALSE,Queens,NA
9038,9038,August 13 2017,DOG,Labrador Retriever,2,M,TRUE,Queens,11413
9039,9039,August 13 2017,DOG,Shetland Sheepdog,9,M,TRUE,Queens,11004
9040,9040,August 02 2017,DOG,Saint Bernard,NA,U,FALSE,Queens,11435
9041,9041,August 14 2017,DOG,Chihuahua,1,M,TRUE,Queens,11373
9042,9042,August 15 2017,DOG,Beagle / Chihuahua Mix,1,M,FALSE,Queens,11432
9043,9043,August 15 2017,DOG,Korean Jindo,10,M,TRUE,Queens,11421
9044,9044,August 15 2017,DOG,Unknown,NA,U,FALSE,Queens,NA
9045,9045,August 15 2017,DOG,Unknown,NA,U,FALSE,Queens,11435
9046,9046,August 16 2017,DOG,American Pitbull Terrier,2,M,TRUE,Queens,11385
9047,9047,August 16 2017,DOG,Shiba Inu Mix,5,M,TRUE,Queens,11361
9048,9048,August 16 2017,DOG,Unknown,NA,U,FALSE,Queens,11104
9049,9049,August 15 2017,DOG,Poodle Mix,5,M,TRUE,Queens,11368
9050,9050,August 17 2017,DOG,French / English Bull Dog Mix,2,F,FALSE,Queens,11417
9051,9051,August 18 2017,DOG,Shih Tzu,10,M,TRUE,Queens,11365
9052,9052,August 17 2017,DOG,Maltese / Poodle Mix,6,M,TRUE,Queens,11372
9053,9053,August 14 2017,DOG,Unknown,NA,U,FALSE,Queens,11373
9054,9054,August 12 2017,DOG,Unknown,NA,U,FALSE,Queens,NA
9055,9055,August 17 2017,DOG,Poodle,NA,U,FALSE,Queens,11433
9056,9056,August 15 2017,DOG,Shih Tzu (Male) & Shih Tzu Mix (Female),NA,U,TRUE,Queens,11436
9057,9057,August 17 2017,DOG,American Pitbull Terrier Mix,12,F,TRUE,Queens,11385
9058,9058,August 19 2017,DOG,West High White Terrier,12,M,TRUE,Queens,11357
9059,9059,August 20 2017,DOG,Bichon Frise,3,M,FALSE,Queens,11357
9060,9060,August 20 2017,DOG,Unknown,NA,U,FALSE,Queens,NA
9061,9061,August 21 2017,DOG,American Pitbull Terrier Mix,10,M,TRUE,Queens,11367
9062,9062,August 16 2017,DOG,Doberman Pinscher,5,M,FALSE,Queens,11378
9063,9063,August 21 2017,DOG,Pomeranian,10,M,FALSE,Queens,11364
9064,9064,August 07 2017,DOG,Labrador Mix,13,M,TRUE,Queens,11366
9065,9065,August 12 2017,DOG,Unknown,NA,U,FALSE,Queens,NA
9066,9066,August 22 2017,DOG,American Pitbull Terrier,7,M,FALSE,Queens,11364
9067,9067,August 20 2017,DOG,Unknown,NA,U,FALSE,Queens,11420
9068,9068,August 23 2017,DOG,Pug,NA,U,FALSE,Queens,11385
9069,9069,August 24 2017,DOG,American Pitbull Terrier,NA,U,FALSE,Queens,11418
9070,9070,August 22 2017,DOG,Bull Terrier,0.833,M,FALSE,Queens,11375
9071,9071,August 24 2017,DOG,German Shepherd / Rottweiler Mix,8,M,TRUE,Queens,11421
9072,9072,August 25 2017,DOG,Bichon Frise,3,M,FALSE,Queens,11357
9073,9073,August 27 2017,DOG,Unknown,NA,U,FALSE,Queens,11362
9074,9074,August 27 2017,DOG,Maltese,2,M,FALSE,Queens,11433
9075,9075,August 26 2017,DOG,Jack Russell Terrier,3,M,FALSE,Queens,11368
9076,9076,August 24 2017,DOG,Pit Bull / German Shepherd Mix,1,F,FALSE,Queens,11412
9077,9077,August 20 2017,DOG,Pug / Retriever / Shih Tzu Mix,5,M,FALSE,Queens,11368
9078,9078,August 26 2017,DOG,Unknown,NA,U,FALSE,Queens,NA
9079,9079,August 29 2017,DOG,Corgi / Beagle Mix,0.667,M,FALSE,Queens,11412
9080,9080,August 30 2017,DOG,Unknown,NA,U,FALSE,Queens,NA
9081,9081,April 07 2017,DOG,Unknown,NA,U,FALSE,Queens,NA
9082,9082,August 28 2017,DOG,American Pitbull Terrier,4,F,TRUE,Queens,11691
9083,9083,August 30 2017,DOG,Shih Tzu / Bichon Mix,2,M,TRUE,Queens,11427
9084,9084,August 30 2017,DOG,Siberian Husky,12,F,TRUE,Queens,11430
9085,9085,August 31 2017,DOG,American Pitbull Terrier,NA,U,FALSE,Queens,11101
9086,9086,August 31 2017,DOG,Cockapoo Mix,3,M,TRUE,Queens,11414
9087,9087,August 31 2017,DOG,Shih Tzu,13,M,FALSE,Queens,11420
9088,9088,August 30 2017,DOG,Unknown,NA,U,FALSE,Queens,NA
9089,9089,August 09 2017,DOG,Unknown,NA,U,FALSE,Queens,NA
9090,9090,September 04 2017,DOG,Pit Bull / Rottweiler Mix,3,F,TRUE,Queens,11415
9091,9091,August 31 2017,DOG,Maltese,5,M,TRUE,Queens,11103
9092,9092,September 04 2017,DOG,Mixed Breed,4,M,TRUE,Queens,11106
9093,9093,September 01 2017,DOG,American Pitbull Terrier,NA,U,FALSE,Queens,11434
9094,9094,September 02 2017,DOG,Cocker Spaniel,NA,U,FALSE,Queens,11354
9095,9095,September 01 2017,DOG,Maltese,NA,U,FALSE,Queens,11432
9096,9096,September 03 2017,DOG,American Pitbull Terrier,NA,U,FALSE,Queens,11102
9097,9097,September 04 2017,DOG,Chihuahua,NA,U,FALSE,Queens,11104
9098,9098,September 04 2017,DOG,Unknown,NA,U,FALSE,Queens,11421
9099,9099,September 05 2017,DOG,Unknown,NA,U,FALSE,Queens,11420
9100,9100,September 05 2017,DOG,Wheaton Terrier,6,M,TRUE,Queens,11377
9101,9101,September 06 2017,DOG,Unknown,NA,U,FALSE,Queens,11358
9102,9102,September 04 2017,DOG,Unknown,NA,U,FALSE,Queens,NA
9103,9103,September 05 2017,DOG,Yorkshire Terrier,0.333,M,FALSE,Queens,11355
9104,9104,September 06 2017,DOG,Rottweiler,1,M,FALSE,Queens,11693
9105,9105,July 30 2017,DOG,Unknown,NA,U,FALSE,Queens,11354
9106,9106,September 06 2017,DOG,American Pitbull Terrier,NA,U,FALSE,Queens,11368
9107,9107,September 07 2017,DOG,Cocker Spaniel,4,M,TRUE,Queens,11102
9108,9108,August 11 2017,DOG,Unknown,NA,U,FALSE,Queens,11374
9109,9109,September 09 2017,DOG,Unknown,NA,U,FALSE,Queens,11433
9110,9110,September 09 2017,DOG,Pug And French Bull Mix,NA,U,FALSE,Queens,11377
9111,9111,September 10 2017,DOG,German Shepherd Mix,6,M,TRUE,Queens,11357
9112,9112,September 10 2017,DOG,Pomeranian / Poodle Mix,2,M,FALSE,Queens,11372
9113,9113,September 11 2017,DOG,Pit Bull / Labrador Mix,7,F,TRUE,Queens,11435
9114,9114,September 07 2017,DOG,Terrier Mix,1,M,TRUE,Queens,11367
9115,9115,September 12 2017,DOG,Poodle / French Bull Dog,8,M,TRUE,Queens,11374
9116,9116,September 11 2017,DOG,Chihuahua,NA,M,FALSE,Queens,11363
9117,9117,September 11 2017,DOG,Mixed Breed,NA,U,FALSE,Queens,11354
9118,9118,September 11 2017,DOG,Unknown,NA,U,FALSE,Queens,NA
9119,9119,September 13 2017,DOG,American Pitbull Terrier,0.833,M,FALSE,Queens,11435
9120,9120,September 13 2017,DOG,Coated Xolo,2,F,TRUE,Queens,11369
9121,9121,September 13 2017,DOG,Labrador / Pit Bull Mix,8,F,TRUE,Queens,11427
9122,9122,September 14 2017,DOG,American Pitbull Terrier,1,M,FALSE,Queens,11434
9123,9123,September 03 2017,DOG,American Pitbull Terrier,0.583,M,FALSE,Queens,11377
9124,9124,September 13 2017,DOG,Rottweiler,3,M,FALSE,Queens,11385
9125,9125,September 14 2017,DOG,American Pitbull Terrier,NA,U,FALSE,Queens,11433
9126,9126,September 11 2017,DOG,Unknown,NA,U,FALSE,Queens,NA
9127,9127,September 15 2017,DOG,Siberian Husky,NA,U,FALSE,Queens,11377
9128,9128,September 17 2017,DOG,Shiba Inu,1,F,FALSE,Queens,11355
9129,9129,September 16 2017,DOG,Golden Retriever,NA,U,FALSE,Queens,11355
9130,9130,September 17 2017,DOG,German Shepherd,5,M,FALSE,Queens,11421
9131,9131,September 16 2017,DOG,Shih Tzu,3,F,FALSE,Queens,11369
9132,9132,September 16 2017,DOG,Pomeranian Mix,6,M,TRUE,Queens,11104
9133,9133,September 17 2017,DOG,Cane Corso,2,M,TRUE,Queens,11379
9134,9134,August 19 2017,DOG,Unknown,NA,U,FALSE,Queens,11364
9135,9135,September 14 2017,DOG,Jack Russell Terrier,3,M,FALSE,Queens,11358
9136,9136,September 17 2017,DOG,American Staffordshire Terrier / Pit Bull,2,F,TRUE,Queens,11358
9137,9137,September 09 2017,DOG,Multi Poo,NA,U,FALSE,Queens,11354
9138,9138,September 14 2017,DOG,Cocker Spaniel / Beagle Mix,2,M,FALSE,Queens,11354
9139,9139,September 18 2017,DOG,Labrador Retriever,2,U,FALSE,Queens,11375
9140,9140,September 20 2017,DOG,Rottweiler,NA,U,FALSE,Queens,11105
9141,9141,September 19 2017,DOG,Lhasa Apso Mix,15,F,TRUE,Queens,11372
9142,9142,September 20 2017,DOG,Chihuahua Mix,5,M,FALSE,Queens,11372
9143,9143,September 15 2017,DOG,Unknown,NA,U,FALSE,Queens,11367
9144,9144,September 20 2017,DOG,Yorkshire Terrier,2,M,TRUE,Queens,11355
9145,9145,September 20 2017,DOG,Unknown,NA,U,FALSE,Queens,11103
9146,9146,September 21 2017,DOG,American Staffordshire / Pit Bull Mix,2,M,FALSE,Queens,11418
9147,9147,September 21 2017,DOG,American Staffordshire / Pit Bull,2,M,FALSE,Queens,11418
9148,9148,September 13 2017,DOG,Pit Bull /German Shepherd Mix,1,F,FALSE,Queens,11434
9149,9149,September 22 2017,DOG,Pomeranian,6,F,TRUE,Queens,11372
9150,9150,September 24 2017,DOG,American Pitbull Terrier,NA,U,FALSE,Queens,11368
9151,9151,September 24 2017,DOG,Unknown,NA,U,FALSE,Queens,11373
9152,9152,September 22 2017,DOG,Shih Tzu,8,M,FALSE,Queens,11417
9153,9153,September 25 2017,DOG,Puggle,11,M,TRUE,Queens,11358
9154,9154,September 22 2017,DOG,Siberian Husky,NA,U,FALSE,Queens,11372
9155,9155,September 22 2017,DOG,Pointer,NA,U,FALSE,Queens,11377
9156,9156,September 23 2017,DOG,Mixed Breed (Mini Aussie Mix),3,F,TRUE,Queens,11365
9157,9157,September 23 2017,DOG,Bull Terrier,1,M,FALSE,Queens,NA
9158,9158,September 25 2017,DOG,American Pitbull Terrier Mix,1,F,FALSE,Queens,11373
9159,9159,September 24 2017,DOG,German Shepherd,0.583,F,TRUE,Queens,11375
9160,9160,September 25 2017,DOG,German Pinscher,4,M,TRUE,Queens,11370
9161,9161,September 25 2017,DOG,American Pitbull Terrier,4,M,FALSE,Queens,11357
9162,9162,September 26 2017,DOG,American Stafford Mix,2,F,TRUE,Queens,11105
9163,9163,September 26 2017,DOG,Maltese,NA,U,FALSE,Queens,11421
9164,9164,September 27 2017,DOG,Unknown,NA,U,FALSE,Queens,11372
9165,9165,October 01 2017,DOG,Beagle Mix,0.833,M,FALSE,Queens,11106
9166,9166,September 30 2017,DOG,American Pitbull Terrier,0.583,F,FALSE,Queens,11429
9167,9167,September 28 2017,DOG,Mixed Breed,3,F,TRUE,Queens,11697
9168,9168,September 27 2017,DOG,Unknown,NA,U,FALSE,Queens,11436
9169,9169,October 01 2017,DOG,American Pitbull Terrier,4,M,FALSE,Queens,11691
9170,9170,September 23 2017,DOG,Unknown,NA,U,FALSE,Queens,NA
9171,9171,October 04 2017,DOG,American Pitbull Terrier Mix,NA,U,FALSE,Queens,11365
9172,9172,September 22 2017,DOG,American Pitbull Terrier,3,M,FALSE,Queens,11385
9173,9173,September 29 2017,DOG,English Bulldog,3,M,FALSE,Queens,11354
9174,9174,September 30 2017,DOG,Jindo / Jack Russ Mix,3,F,TRUE,Queens,11373
9175,9175,October 06 2017,DOG,Pomeranian / Chihuahua Mix,0.5,M,TRUE,Queens,11433
9176,9176,October 01 2017,DOG,Jack Russell Terrier,4,M,FALSE,Queens,11368
9177,9177,October 04 2017,DOG,Unknown,NA,U,FALSE,Queens,NA
9178,9178,October 06 2017,DOG,Poodle,3,F,FALSE,Queens,11368
9179,9179,October 05 2017,DOG,Unknown,NA,U,FALSE,Queens,11375
9180,9180,October 06 2017,DOG,Unknown,NA,U,FALSE,Queens,NA
9181,9181,October 08 2017,DOG,American Pitbull Terrier Mix,3,M,TRUE,Queens,11103
9182,9182,October 09 2017,DOG,Siberian Husky Mix,4,F,FALSE,Queens,11354
9183,9183,October 09 2017,DOG,American Pitbull Terrier Mix,1,M,FALSE,Queens,11368
9184,9184,September 15 2017,DOG,Siberian Husky,4,F,TRUE,Queens,11365
9185,9185,September 01 2017,DOG,Shih Tzu,8,M,TRUE,Queens,11357
9186,9186,October 12 2017,DOG,American Eskimo,6,M,FALSE,Queens,11420
9187,9187,October 07 2017,DOG,Unknown,NA,U,FALSE,Queens,NA
9188,9188,October 10 2017,DOG,Unknown,NA,U,FALSE,Queens,NA
9189,9189,October 11 2017,DOG,West High White Terrier,2,M,TRUE,Queens,11435
9190,9190,October 12 2017,DOG,Maltese,3,F,FALSE,Queens,11356
9191,9191,October 11 2017,DOG,Cocker Spaniel / Poodle Mix,4,M,TRUE,Queens,11377
9192,9192,October 13 2017,DOG,Unknown,NA,U,FALSE,Queens,11375
9193,9193,October 12 2017,DOG,American Pitbull Terrier,NA,U,FALSE,Queens,11435
9194,9194,October 15 2017,DOG,English Bulldog,4,M,FALSE,Queens,11369
9195,9195,October 16 2017,DOG,Unknown,NA,U,FALSE,Queens,11106
9196,9196,October 13 2017,DOG,American Pitbull Terrier,1,M,TRUE,Queens,11691
9197,9197,October 07 2017,DOG,Pit Bull / Labrador Mix,11,M,TRUE,Queens,11418
9198,9198,October 10 2017,DOG,Cane Charles / Shih Tzu Mix,2,M,TRUE,Queens,NA
9199,9199,October 10 2017,DOG,American Pitbull Terrier,NA,U,FALSE,Queens,NA
9200,9200,October 14 2017,DOG,Boxer,NA,U,FALSE,Queens,NA
9201,9201,October 18 2017,DOG,American Pitbull Terrier Mix,5,F,TRUE,Queens,11417
9202,9202,October 17 2017,DOG,Unknown,NA,U,FALSE,Queens,NA
9203,9203,October 18 2017,DOG,Dachshund,5,M,TRUE,Queens,11420
9204,9204,October 14 2017,DOG,Unknown,NA,U,FALSE,Queens,NA
9205,9205,October 17 2017,DOG,Pomeranian,5,M,FALSE,Queens,11368
9206,9206,October 22 2017,DOG,Shih Tzu Mix,6,M,TRUE,Queens,11358
9207,9207,October 21 2017,DOG,Doberman Pinscher,4,M,FALSE,Queens,11414
9208,9208,October 21 2017,DOG,Shih Tzu,15,F,TRUE,Queens,11373
9209,9209,October 21 2017,DOG,Siberian Husky,3,M,FALSE,Queens,11004
9210,9210,October 21 2017,DOG,American Pitbull Terrier,NA,U,FALSE,Queens,11432
9211,9211,October 21 2017,DOG,Shepherd / Greyhound Mix,6,M,TRUE,Queens,11423
9212,9212,October 22 2017,DOG,Boxer,5,M,TRUE,Queens,11106
9213,9213,October 21 2017,DOG,Golden Retriever / Doodle Mix,5,F,FALSE,Queens,11385
9214,9214,October 22 2017,DOG,Unknown,NA,U,FALSE,Queens,11106
9215,9215,October 21 2017,DOG,Unknown,NA,U,FALSE,Queens,11697
9216,9216,October 23 2017,DOG,German Shepherd,8,M,TRUE,Queens,11435
9217,9217,October 20 2017,DOG,Siberian Husky,4,F,TRUE,Queens,NA
9218,9218,October 22 2017,DOG,Shih Tzu,4,M,FALSE,Queens,11372
9219,9219,October 18 2017,DOG,Unknown,NA,U,FALSE,Queens,11377
9220,9220,October 23 2017,DOG,Cocker Spaniel,7,M,FALSE,Queens,11435
9221,9221,October 23 2017,DOG,American Pitbull Terrier,8,M,TRUE,Queens,11358
9222,9222,October 24 2017,DOG,German Shepherd,NA,U,FALSE,Queens,NA
9223,9223,October 24 2017,DOG,Unknown,NA,U,FALSE,Queens,NA
9224,9224,October 25 2017,DOG,Shih Tzu / Poodle Mix,3,M,TRUE,Queens,11106
9225,9225,October 24 2017,DOG,German Shepherd,3,F,FALSE,Queens,11368
9226,9226,October 28 2017,DOG,Labrador Retriever,NA,U,FALSE,Queens,11419
9227,9227,October 26 2017,DOG,Yorkshire Terrier,4,F,FALSE,Queens,11369
9228,9228,October 28 2017,DOG,Unknown,NA,U,FALSE,Queens,11433
9229,9229,October 28 2017,DOG,Bichon Frise / Poodle Mix,1,M,TRUE,Queens,11377
9230,9230,October 28 2017,DOG,American Pitbull Terrier,3,M,TRUE,Queens,11361
9231,9231,October 28 2017,DOG,Labrador Mix,7,M,TRUE,Queens,11106
9232,9232,October 30 2017,DOG,Labrador / Hound Mix,0.667,F,TRUE,Queens,11377
9233,9233,October 30 2017,DOG,American Pitbull Terrier,NA,U,FALSE,Queens,11358
9234,9234,October 30 2017,DOG,Chihuahua / Dachshung Mix,7,M,TRUE,Queens,11426
9235,9235,August 28 2017,DOG,Yorkshire Terrier,2,M,TRUE,Queens,11379
9236,9236,October 08 2017,DOG,Yorkshire Terrier,2,M,TRUE,Queens,11379
9237,9237,October 21 2017,DOG,Pit Bull / Labrador Mix,3,M,TRUE,Queens,11365
9238,9238,October 30 2017,DOG,English Bulldog,3,M,TRUE,Queens,11378
9239,9239,October 29 2017,DOG,American Pitbull Terrier,NA,U,FALSE,Queens,11385
9240,9240,October 12 2017,DOG,Labrador Retriever,14,U,FALSE,Queens,11355
9241,9241,October 31 2017,DOG,Chihuahua Mix,1,M,FALSE,Queens,11368
9242,9242,October 31 2017,DOG,Cocker Spaniel,2,M,TRUE,Queens,11373
9243,9243,November 01 2017,DOG,Bichon Frise,1,M,FALSE,Queens,11373
9244,9244,November 02 2017,DOG,Hound Mix,3,M,TRUE,Queens,11104
9245,9245,November 02 2017,DOG,Standard Schnauzer,9,M,TRUE,Queens,11102
9246,9246,November 04 2017,DOG,Na,5,M,TRUE,Queens,11429
9247,9247,November 03 2017,DOG,Chihuahua,NA,U,FALSE,Queens,11691
9248,9248,November 07 2017,DOG,Yorkie Chon,4,M,TRUE,Queens,11368
9249,9249,November 04 2017,DOG,Unknown,NA,U,FALSE,Queens,11385
9250,9250,November 06 2017,DOG,American Pitbull Terrier,NA,U,FALSE,Queens,NA
9251,9251,November 08 2017,DOG,Boxer,NA,U,FALSE,Queens,NA
9252,9252,November 08 2017,DOG,Shiba Inu,9,M,TRUE,Queens,11368
9253,9253,November 08 2017,DOG,American Pitbull Terrier,2,M,TRUE,Queens,11368
9254,9254,November 10 2017,DOG,Maltese,12,F,FALSE,Queens,11355
9255,9255,November 10 2017,DOG,American Pitbull Terrier Mix,2,F,FALSE,Queens,11367
9256,9256,November 10 2017,DOG,Labrador / Hound Mix,2,M,FALSE,Queens,11433
9257,9257,November 11 2017,DOG,Cocker Spaniel,7,F,TRUE,Queens,11364
9258,9258,November 12 2017,DOG,Bulldog,NA,U,FALSE,Queens,11429
9259,9259,November 13 2017,DOG,American Pitbull Terrier,NA,U,FALSE,Queens,NA
9260,9260,November 11 2017,DOG,American Pitbull Terrier,NA,U,FALSE,Queens,11417
9261,9261,November 08 2017,DOG,Unknown,NA,U,FALSE,Queens,NA
9262,9262,November 11 2017,DOG,Unknown,NA,U,FALSE,Queens,NA
9263,9263,November 13 2017,DOG,Beagle,NA,M,TRUE,Queens,11365
9264,9264,November 13 2017,DOG,Labrador Retriever,NA,U,FALSE,Queens,11417
9265,9265,November 11 2017,DOG,Yorkshire Terrier,NA,U,FALSE,Queens,NA
9266,9266,November 13 2017,DOG,Unknown,NA,U,FALSE,Queens,NA
9267,9267,November 15 2017,DOG,American Pitbull Terrier,3,M,FALSE,Queens,11367
9268,9268,November 15 2017,DOG,Mixed Breed,4,M,TRUE,Queens,11360
9269,9269,November 15 2017,DOG,Chihuahua,12,F,TRUE,Queens,11356
9270,9270,November 16 2017,DOG,American Bully,2,F,TRUE,Queens,11377
9271,9271,November 17 2017,DOG,Unknown,NA,U,FALSE,Queens,11356
9272,9272,November 18 2017,DOG,Maltese,7,M,TRUE,Queens,11364
9273,9273,November 17 2017,DOG,Bulldog,1,M,FALSE,Queens,11412
9274,9274,November 19 2017,DOG,French Bulldog,1,M,FALSE,Queens,11354
9275,9275,November 19 2017,DOG,Unknown,NA,U,FALSE,Queens,11414
9276,9276,November 17 2017,DOG,Unknown,NA,U,FALSE,Queens,11427
9277,9277,November 17 2017,DOG,Unknown,NA,U,FALSE,Queens,NA
9278,9278,November 17 2017,DOG,English Sheepdog,0.75,F,FALSE,Queens,11364
9279,9279,November 20 2017,DOG,Shih Tzu / Poodle Mix,3,M,FALSE,Queens,11434
9280,9280,November 20 2017,DOG,American Pitbull Terrier,NA,U,FALSE,Queens,NA
9281,9281,November 22 2017,DOG,German Sheperd / Pit Bull Mix,NA,U,FALSE,Queens,11420
9282,9282,November 22 2017,DOG,Terrier,NA,U,FALSE,Queens,11368
9283,9283,November 21 2017,DOG,Boston Terrier,9,F,TRUE,Queens,11105
9284,9284,November 22 2017,DOG,Pekingese,7,M,TRUE,Queens,11354
9285,9285,November 24 2017,DOG,Shih Tzu,2,M,FALSE,Queens,11432
9286,9286,November 25 2017,DOG,American Pitbull Terrier,NA,U,FALSE,Queens,NA
9287,9287,November 08 2017,DOG,Chihuahua,13,F,TRUE,Queens,11357
9288,9288,November 19 2017,DOG,Labrador Mix,8,M,TRUE,Queens,11372
9289,9289,November 18 2017,DOG,Unknown,NA,U,FALSE,Queens,NA
9290,9290,November 28 2017,DOG,American Pitbull Terrier,NA,U,FALSE,Queens,NA
9291,9291,October 30 2017,DOG,German Shepherd,3,M,FALSE,Queens,11432
9292,9292,November 28 2017,DOG,Siberian Husky,4,F,TRUE,Queens,11364
9293,9293,November 27 2017,DOG,American Pitbull Terrier Mix,4,F,TRUE,Queens,11356
9294,9294,November 30 2017,DOG,Boston Terrier,8,F,TRUE,Queens,11373
9295,9295,December 02 2017,DOG,Labrador Retriever,NA,U,FALSE,Queens,11372
9296,9296,December 03 2017,DOG,Yorkshire Terrier,NA,U,FALSE,Queens,11427
9297,9297,November 17 2017,DOG,Yorkshire Terrier Mix,NA,U,FALSE,Queens,11419
9298,9298,December 04 2017,DOG,Siberian Husky,NA,U,FALSE,Queens,NA
9299,9299,December 02 2017,DOG,American Pitbull Terrier,NA,U,FALSE,Queens,NA
9300,9300,November 26 2017,DOG,Terrier,NA,U,FALSE,Queens,11691
9301,9301,December 02 2017,DOG,Mixed Breed,2,M,FALSE,Queens,11422
9302,9302,December 06 2017,DOG,Unknown,NA,U,FALSE,Queens,NA
9303,9303,December 04 2017,DOG,Maltese,8,F,TRUE,Queens,11358
9304,9304,December 04 2017,DOG,Beagle Mix,0.333,F,TRUE,Queens,11375
9305,9305,December 08 2017,DOG,Beagle Mix,10,M,TRUE,Queens,11418
9306,9306,December 03 2017,DOG,Siberian Husky,8,M,TRUE,Queens,11434
9307,9307,December 09 2017,DOG,Maltese,NA,U,FALSE,Queens,11368
9308,9308,December 07 2017,DOG,Yorkie / Jack Russell Mix,8,F,FALSE,Queens,11372
9309,9309,December 07 2017,DOG,Shar-Pei / Beagle Mix,0.75,M,TRUE,Queens,11372
9310,9310,December 08 2017,DOG,Unknown,NA,U,FALSE,Queens,NA
9311,9311,December 13 2017,DOG,Beagle Mix,1,F,TRUE,Queens,11102
9312,9312,December 13 2017,DOG,Unknown,NA,U,FALSE,Queens,NA
9313,9313,December 10 2017,DOG,Cockapoo,11,M,TRUE,Queens,11375
9314,9314,December 13 2017,DOG,Poodle,NA,U,FALSE,Queens,11375
9315,9315,December 14 2017,DOG,Maltese,4,M,FALSE,Queens,11368
9316,9316,December 16 2017,DOG,Collie Mix,2,M,FALSE,Queens,11358
9317,9317,December 16 2017,DOG,Unknown,NA,U,FALSE,Queens,NA
9318,9318,December 16 2017,DOG,French Bulldog,2,M,FALSE,Queens,11358
9319,9319,December 17 2017,DOG,American Pitbull Terrier,0.167,M,FALSE,Queens,11372
9320,9320,December 18 2017,DOG,Unknown,NA,U,FALSE,Queens,11357
9321,9321,December 08 2017,DOG,Dachshund,NA,U,FALSE,Queens,11105
9322,9322,December 12 2017,DOG,Maltese,5,M,TRUE,Queens,NA
9323,9323,December 19 2017,DOG,German Shepherd,10,M,TRUE,Queens,11377
9324,9324,December 19 2017,DOG,Unknown,NA,U,FALSE,Queens,11379
9325,9325,December 18 2017,DOG,American Pitbull Terrier,NA,U,FALSE,Queens,NA
9326,9326,December 20 2017,DOG,Collie,NA,F,FALSE,Queens,11362
9327,9327,December 20 2017,DOG,American Pitbull Terrier,NA,U,FALSE,Queens,11693
9328,9328,December 21 2017,DOG,Unknown,NA,U,FALSE,Queens,NA
9329,9329,December 22 2017,DOG,Poodle,3,M,FALSE,Queens,11435
9330,9330,December 22 2017,DOG,Pug / Jack Russ Mix,8,F,TRUE,Queens,11105
9331,9331,December 22 2017,DOG,Beagle,10,M,FALSE,Queens,11422
9332,9332,December 25 2017,DOG,American Pitbull Terrier,NA,U,FALSE,Queens,11417
9333,9333,December 09 2017,DOG,Pit Bull / Boston Terrier Mix,4,M,TRUE,Queens,11385
9334,9334,December 26 2017,DOG,Chihuahua,3,M,FALSE,Queens,11354
9335,9335,December 20 2017,DOG,Schnauzer, Miniature,7,M,TRUE,Queens,11385
9336,9336,December 27 2017,DOG,Unknown,NA,U,FALSE,Queens,NA
9337,9337,December 26 2017,DOG,American Pitbull Terrier,NA,U,FALSE,Queens,11691
9338,9338,December 25 2017,DOG,Mixed Breed,4,M,FALSE,Queens,11385
9339,9339,December 29 2017,DOG,Pomeranian,0.271,F,FALSE,Queens,11355
9340,9340,December 30 2017,DOG,Poodle / Maltese Mix,2,F,FALSE,Queens,11103
9341,9341,December 31 2017,DOG,American Pitbull Terrier Mix,4,M,TRUE,Queens,11434
9342,9342,December 21 2017,DOG,Dachshund / Poodle Mix,2,M,FALSE,Queens,11365
9343,9343,December 27 2017,DOG,Pit Bull Mix / Terrier Mix,3,M,TRUE,Queens,11434
9344,9344,December 29 2017,DOG,Mixed Breed,0.417,M,FALSE,Queens,NA
9345,9345,December 27 2017,DOG,Shar-Pei, Chinese,12,F,TRUE,Queens,11358
9346,9346,December 03 2017,DOG,Miniature Pinscher,NA,U,FALSE,Queens,11416
9347,9347,September 10 2017,DOG,Wheaton Terrier,NA,U,FALSE,Queens,11418
9348,9348,December 18 2017,DOG,American Pitbull Terrier,NA,U,FALSE,Queens,11419
9349,9349,January 02 2015,DOG,Beagle,NA,U,FALSE,Staten Island,10302
9350,9350,January 01 2015,DOG,American Pitbull Terrier,NA,M,FALSE,Staten Island,10301
9351,9351,January 07 2015,DOG,American Pitbull Terrier,NA,U,FALSE,Staten Island,10304
9352,9352,January 07 2015,DOG,American Pitbull Terrier,NA,U,FALSE,Staten Island,10304
9353,9353,January 09 2015,DOG,American Pitbull Terrier,NA,U,FALSE,Staten Island,10310
9354,9354,January 13 2015,DOG,American Pitbull Terrier,NA,U,FALSE,Staten Island,10310
9355,9355,January 14 2015,DOG,Na,8,M,TRUE,Staten Island,NA
9356,9356,January 16 2015,DOG,Cane Corso,NA,M,FALSE,Staten Island,10307
9357,9357,January 17 2015,DOG,American Pitbull Terrier,3,M,FALSE,Staten Island,NA
9358,9358,January 17 2015,DOG,Jack Russell Terrier,NA,U,FALSE,Staten Island,NA
9359,9359,January 17 2015,DOG,Jack Russell Terrier,NA,U,FALSE,Staten Island,10301
9360,9360,January 18 2015,DOG,Akita,4,F,FALSE,Staten Island,NA
